,address,description,title,url,state
1616,"63 Inverness Drive East 
Englewood, CO 80112 United States","AHA provides training and resources to 6,500 animal-care and control agencies in the U.S. and Canada; ensures the humane treatment of animals in movies and TV productions; serves as a national coordinator of emergency animal relief during natural disasters; and works on legislation to protect animals.",American Humane Association,www.americanhumane.org,CO
1617,"1225 New York Avenue NW 
Washington, DC 20005 United States","ALAB was formed to be a vigilant patron of the Sport Fishing and Boating Enhancement Act (PL 98-369) and the Aquatic Resources Trust Fund created by the act. Composed of more than 30 organizations, ALAB is dedicated to this pioneering user-pays legislation, which provides some $330 million annually in funding for U.S. Coast Guard recreational boating programs and in matching grants to the states for sportfish research and enhancement, as well as wetlands conservation and boating safety.",American League Of Anglers And Boaters,www.funoutdoors.com,NY
1618,"28 West 9th Road 
Broad Channel, NY 11693 United States","The society is dedicated to the conservation and education of marine resources, wetland protection, and habitat restoration.",American Littoral Society; Northeast Region,www.alsnyc.org,NY
1619,"c/o PEEC, RR2 Box 1010 
Dingmans Ferry, PA 18328 United States","Promotes environmental education and avocation by conducting meetings, workshops and field excursions; producing and distributing publications; and contributing to publications of other agencies. Cooperates with organizations with allied interests, and, through membership in Alliance for Environmental Education, encourages members to contribute consultant services. Assists in training nature lay leaders.",American Nature Study Society,,PA
1620,"150 Nickerson Street, Suite 311 
Seattle, WA 98109 United States","American Rivers’ Northwest Regional Office was founded in 1992 in order to restore the rivers of the Northwest and the region’s once-magnificant Pacific salmon runs. Today, we’re leading river restoration efforts throughout Idaho, Oregon, and Washington.",American Rivers; Northwest Regional Office,www.americanrivers.org,WA
1621,"1025 Vermont Avenue NW, Suite 720 
Washington, DC 20005 United States","American Rivers is the leader of America’s river conservation movement and is dedicated to preserving and restoring America’s river systems and fostering a river stewardship ethic. Conservation goals include protecting wild rivers, restoring hometown rivers, repairing big rivers, removing dams that no longer make sense, reforming the operation of hydroelectric dams, and restoring portions of the rivers of Lewis & Clark to benefit people and wildlife.",American Rivers; Voyage Of Recovery,www.americanrivers.org,VT
1622,"Attn: Secretary Maureen Donnelly 
College of Arts & Science, Florida International University 
Dept. of Biological Sciences 
North Miami, FL 33181 United States","The Society’s mission is to advance the scientific study of fishes, amphibians, and reptiles.",American Society Of Ichthyologists And Herpetologists,www.asih.org,FL
1623,"636 Eye Street NW 
Washington, DC 20001-3736 United States","Founded in 1899, the American Society of Landscape Architects is the professional association representing landscape architects nationwide. Beginning with 11 original members, ASLA has grown to more than 13,500 members and 48 chapters, in all 50 states, the U.S. territories and 42 countries around the world. ASLA promotes the landscape architecture profession and advances the practice through advocacy, education, communication, and networking.",American Society Of Landscape Architects,www.asla.org,WA
1624,"Humboldt State University 
Areata, CA 95521 United States","Encourages research and learning in all phases of mammalogy by holding annual meetings for presentation and discussion of the results of research dealing with mammals, through issuing periodicals and other publications, and by giving advice on matters pertaining to mammals, particularly conservation issues.",American Society Of Mammalogists,www.mammalsociety.org,CA
1625,"6666 W. Quincy Avenue 
Denver, CO 80235 United States","The AWWA advances the science, technology, consumer awareness management, government policies, and water use efficiencies related to public drinking water.",American Water Works Association (Awwa),www.awwa.org,CO
1626,"P.O. Box 488 
Hackett, AR 72937 United States",The Association promotes environmental education and supports the work of environmental educators in Arkansas.,Arkansas Environmental Education Association,http://www.arkansasee.org/,AR
1627,"8001 National Drive 
P.O. Box 8913 
Little Rock, AR 72219-8193 United States",The Arkansas Watershed Advisory Group assists interested citizens and organizations by promoting local voluntary approaches to watershed management and conservation,Arkansas Watershed Advisory Group (Awag); Environmental Preservation Division,www.awag.org,AR
1628,"Attn: President 
New Hampshire Fish and Game Department 
2 Hazen Drive 
Concord, NH 33301 United States","Facilitates free exchange of ideas, materials, techniques, experiences, and procedures bearing on conservation information and education and establishes media furthering such exchange; promotes public understanding of basic conservation principles; informs states, territories, and provinces that do not have conservation education programs of their desirability and assists them in setting up conservation education, information and public relations programs.","Association For Conservation Information, Inc.",www.aci-net.org,NH
1629,"732 North Washington Street, Suite 4-A 
Alexandria, VA 22314-1921 United States","The Association of Consulting Foresters of America, Inc., represents the interests of private consulting foresters. It administers a continuing education program, enforces a code of ethics, and promotes use of private consulting foresters.",Association Of Consulting Foresters Of America; Acf,www.acf-foresters.com,WA
1630,"P.O. Box 157 
Mendham, NJ 07945 United States","Private, nonprofit environmental organization serving the state’s municipal environmental commissions, environmental organizations, and individual members by providing training programs, publications, research, reference, and liaison services.",Association Of New Jersey Environmental Commissions (Anjec),www.anjec.org,NJ
1631,"Attn: John Longstreth 
Audubon Center at Bent of the River 
184 E FIathill Road 
Southbury, CT 06448 United States","The Audubon Council of Connecticut is a coalition of 16 chapters and affiliates of the National Audubon Society in Connecticut, representing close to 10,000 residents. The Council recognizes humankind’s dependence on the natural environment and appreciates the beauty and wondrous diversity of the natural world. The mission of the Council is, therefore, to protect and restore biodiversity in their state and on their planet.",Audubon Council Of Connecticut,,CT
1632,"5151 NW Cornell Road 
Portland, OR 97210 United States","The Audubon Society of Portland promotes the enjoyment, understanding, and protection of native birds, other wildlife and their habitats, focusing on the local community and the Pacific Northwest.",Audubon Society Of Portland,www.audubonportland.org,OR
1633,"701 E Street, SE, Suite 200 
Washington, DC 20003 United States","NCAMP is a nonprofit membership organization committed to assisting individuals, organizations, and communities with useful information on pesticides and their alternatives. NCAMP’s information clearinghouse provides material on a wide range of both agricultural and urban issues concerning protection of children, workers’ safety, food safety, lawn care safety, ground-water problems, and alternatives to pesticides, as well as legislation.",Beyond Pesticides; National Coalition Against The Misuse Of; Pesticides (Ncamp),www.beyondpesticides.org,WA
1634,"2161 E Commercial Boulevard 2nd Floor 
Ft. Lauderdale, FL 33308 United States","The Billfish Foundation is a nonprofit organization dedicated to the conservation of billfish worldwide through scientific research, education, and advocacy. Through scientific, economic, and conservation decisions provided through research, TBF strives for sound and constructive measures to recover overfished stocks.","Billfish Foundation, The",www.billfish.org,FL
1635,"P.O. Box 7414 
Berkeley, CA 94707 United States",A nonprofit educational organization dedicated to providing information on least-toxic pest control.,Bio-Integral Resource Center,www.birc.org,CA
1636,"Drawer CP, 619 Briggs Avenue 
Bisbee, AZ 85603 United States","BEP advocates for solutions to environmental problems along the U.S. and Mexico border. Areas of focus include Right-to-Know, environmental pollution, international trade, mining, hazardous materials trucking, and bi-national environmental health issues including lupus.",Border Ecology Project (Bep),http://meldi.snre.umich.edu/node/17237,AZ
1637,"4849 E. St. Charles Road 
Columbia, MO 65201 United States",Promotes the removal of bounties in North America by publishing Bounty News and studies of the bounty system and by coordinating activities and legal aspects.,Bounty Information Service; Wildlife Bounty Information Service,,MO
1638,"P.O. Box 2710 
Aspen, CO 81612 United States","A nonprofit organization whose purpose is environmental awareness. The program director is based near Caddo Lake, Texas. The director will coordinate college programs. Students are paid a stipend to collect samples and return to the student’s laboratory for analysis. The institute ill also give seminars at secondary schools, all to promote environmental awareness.","Caddo Lake Institute, Inc.",www.caddolakeinstitute.org,CO
1639,"5500A Swift Plant Road 
Lake Charles, LA 70615 United States","A regional branch of Elsa Wild Animal Appeal, concerned with wildlife matters, educational programs, liaison with other wildlife and governmental groups for the betterment of natural environment and wildlife protection. It establishes local volunteer corps to implement programs in conjunction with the Calcasieu Parish Animal Control and Protection Department and participates in Wildlife Rehabilitation Programs with Heck Haven and Westlake Bird Sanctuary.",Calcasieu Parish Animal Control And Protection Department,cpac.cppj.net,LA
1640,"3823 V Street, Suite 3 
Sacramento, CA 95817 United States",CARCD’s mission is to enhance Resource Conservation Districts’ effectiveness.,California Association Of Resource Conservation Districts,www.carcd.org,CA
1641,"11 West Jones Street 
Raleigh, NC 27601-1029 United States","Carolina Bird Club, Inc., is a nonprofit educational and scientific association founded in March 1937 and open to anyone interested in the study and conservation of wildlife, partifularly birds.","Carolina Bird Club, Inc.",www.carolinabirdclub.org,NC
1642,"221B Mallory Street 
Saint Simons Island, GA 31522 United States","The Center for a Sustainable Coast protects the public interest by promoting responsible conservation and sustainable use of coastal Georgia’s resources—natural, historic, and economic.",Center For A Sustainable Coast,www.sustainablecoast.org,GA
1643,"161 Cherry Street 
New Canaan, CT 06840-4818 United States",The Center for Environment and Population (CEP) is a nonprofit organization that works to strengthen the scientific basis of policies and public outreach on human population’s environmental impacts in the United States and internationally.,Center For Environment And Population (Cep),www.cepnet.org,CT
1644,"528 Bridge Street NW, 1-C 
Grand Rapids, Ml 49504 United States","The Center for Environmental Study, a 501(c)(3) organization, has served its community as an independent, science-based environmental education and awareness provider. It provides awareness programs on a variety of subjects ranging from water and air quality to Great Lakes issues.",Center For Environmental Study,www.cesmi.org,
1645,"Island Press 
1718 Connecticut Avenue NW, Suite 300 
Washington, DC 20009 United States","The mission of Island Press is to stimulate, shape, and communicate the ideas that are essential for solving environmental problems. Through their books (more than 400 titles in print), other products, and outreach efforts, they inform and empower decision-makers, academics, funders, the media, and the public. In their program work, they convene leading scientists and policy experts to generate new ideas that cut across traditional disciplinary lines. Island Press is the environmental publisher.",Center For Resource Economics/Island; ; Press,www.islandpress.org,CT
1646,"218 Conway Drive 
San Antonio, TX 78209-1716 United States","Nonprofit organization devoted to tropical bird conservation issues. Current activities include research on Montezuma quail in northeastern Mexico; operation of a field station on the Rio Grande of Texas; the status of neotropical quail, including a field study of black-throated bobwhite in Belize; and publication of the proceedings of the neotropical quail workshop held at the Neotropical Ornithological Congress in Monterrey, Mexico, in 1999.","Center For The Study Of Tropical Birds, Inc.; Administrative Office",www.cstbinc.org,TX
1647,"P.O. Box 3719 
Washington, DC 20027 United States","Nonprofit organization that keeps its 7,000 correspondents apprised of current developments in legislation for the protection of animals. Has been instrumental in obtaining enactment of 14 federal laws.",Society For Animal Protective Legislation; A Division Of The Animal Welfare Institute,www.saplonline.org,WA
1648,"4245 North Fairfax Drive, Suite 400 
Arlington. VA 22203-1651 United States","A professional society dedicated to providing the scientific information and expertise required to protect the world’s biological diversity. Incorporated as a tax-exempt scientific organization, the Society has a board composed of scholars, government personnel, and members of both national and international scientific and conservation organizations.",Society For Conservation Biology,www.conservationbiology.org,VA
1649,"445 Union Boulevard, #230 
Lakewood, CO 80228 United States","The vision of the Society for Range Management is productive, sustainable rangelands. The mission of the Society for Range Management is to promote and enhance the stewardship of rangeland ecosystems and associated renewable resources to meet human needs based upon scientific research and sound policies.",Society For Range Management,www.rangelands.org,CO
1650,"44 E. Broadway Blvd., Suite 350 
Tucson, Arizona 85701 United States","The Sonoran Institute works with communities to conserve and restore important natural landscapes in western North America, including the wildlife and cultural values of these lands. The Sonoran Institute also operates an office in Bozeman, MT (the Sonoran Institute Northwest Office, 210 S. Wallace Avenue, Bozeman, MT 59715; phone: 406-587-7331).",Sonoran Institute,http://www.sonoraninstitute.org/,AZ
1651,"928 Fourth Street, #4 
Brookings, SD 57006 United States","Seeks to promote the survival and integrity of water, energy, land, wildlife, and air resources, along with justice in their allocation.",South Dakota Resources Coalition,www.stdrworks.org,SD
1652,"c/o Stephen T. Ross 
Dept. of Biological Studies 
University of Southern Mississippi 
Hattiesburg, MS 39406-5018 United States","Objectives are to provide for the pursuit and transmittal of information on the status and protection of southeastern fishes and their habitats, and to promote the perpetuation of rich natural assemblages of fishes and their habitats, as well as the localized unique forms and their habitats.",Southeastern Fishes Council,http://www.sefishescouncil.org/,MS
1653,"Headquarters, 1471 S. 1100 E. 
Salt Lake City, UT 84105-2423 United States","SUWA advocates wilderness preservation for qualifying federal public lands in Utah’s incomparable canyon country. Through the allied efforts of SUWA’s staff, Utah activists, and concerned citizens across the United States, SUWA seeks to give its members and the general public a voice in deciding the fate of America’s redrock wilderness.",Southern Utah Wilderness Alliance,www.suwa.org,UT
1654,"900 Northrop Road, Suite A 
Wallingford, CT 06492 United States","Nonprofit, regional soil and water conservation district. Providing information, education, and technical assistance concerning natural-resource conservation to their 43 municipalities and private landowners throughout Southwest Connecticut.",Southwest Conservation District,www.conservect.org,CT
1655,"Environment Division 412 State Rt. 37 
Akwesasne, NY 13655 United States","The Division’s mission is to monitor, maintain, and protect the environment of the St. Regis Mohawk Tribe for the prevention of disease and injury to body, mind, and spirit. It participates in hazardous-waste remediation, Superfund site cleanups, reservation environmental protection, and air and water quality.",St. Regis Mohawk Tribe; Environment Division,www.srmtenv.org,NY
1656,"106 East Doty Street, #200 
Madison, WI 53703 United States","The State Environmental Resource Center is working state by state to promote positive state legislation, while combating the harmful legislation currently so prevalent at the state level. Working directly with a nationwide network of proenvironmental state legislators, SERC is the first—and only—project of its kind.",State Environmental Resource Center (Serc),http://www.ercweb.com/resources/,WI
1657,"P.O. Box 176 
Idleyld Park, OR 97447 United States","Formed to preserve, promote, and restore the natural production of wild fish populations, the habitat which sustains them, and the unique aesthetic values of the North Umpqua River for present and future generations.","Steamboaters, The",www.steamboaters.org,OR
1658,"1265 S. Main Street, Suite 210 
Seattle, WA 98144 United States",SCA’s mission statement: To build the next generation of conservation leaders and inspire lifelong stewardship of their environment and communities by engaging young people in hands-on service to the land.,"Student Conservation Association, Inc.; Northwest Office",www.thesca.org,WA
1659,"401 Isom Road, Suite 237 
San Antonio, TX 78216 United States","Texas Wildlife Association is a nonprofit corporation, formed to protect and promote the rights of Texas’ wildlife managers, landowners, sportsmen, and the state’s wildlife resources—especially on private lands.",Texas Wildlife Association,www.texas-wildlife.org,TX
1660,"Sawmill Executive Park, 545 Sawmill River Road, Suite 3C/S6, Ardsley, New York 10502 United States","The Foundation’s mission is to facilitate positive global change by establishing communications and information systems that inventory and integrate the resources and needs of people, projects, and organizations working on environment, sustainable development, and human rights.","Together Foundation, The",http://www.togetherworld.org/,NY
1661,"96 Poplar Street NW 
Atlanta, GA 30303 United States","Trees Atlanta is a citizens’ group that plants, maintains, and conserves trees in the metro Atlanta area and educates the public about the importance of trees.",Trees Atlanta,www.treesatlanta.org,GA
1662,"1026 West 4th Avenue, Suite 201 
Anchorage, AK 99501-2101 United States","Trustees for Alaska is a public-interest law firm whose mission is to provide legal counsel to protect and sustain Alaska’s natural environment. They represent local and national environmental groups, Alaska Native villages and nonprofit organizations, community groups, hunters, fishers and others where the outcome of their advocacy could benefit Alaska’s environment.",Trustees For Alaska,www.trustees.org,AK
1663,"3001 Meadowbrook Rd, Murrysville, PA 15148 United States","The objective of the Turtle Creek Watershed Association, Inc., is to preserve and protect natural resources; manage acid mine-drainage remediation projects and stream stabilization projects, educate the community about important environmental issues, monitor and improve water quality, and work with responsible agencies to encourage wise land-use planning in the Turtle Creek Watershed.","Turtle Creek Watershed Association, Inc.",turtlecreekwatershed.org,PA
1664,"916 Joseph Lowery Boulevard 
3 Puritan Mill 
Atlanta, GA 30318 United States","To advocate and secure the protection and stewardship of the Chattahoochee River, its tributaries, and watershed, using education, research, communication, cooperation, monitoring, and legal actions.",Upper Chattahoochee Riverkeeper,www.chattahoochee.org,GA
1665,"9 Bailey Avenue 
Montpelier, VT 05602 United States",SWEEP is a coalition of individuals and organizations promoting environmental education in Vermont. SWEEP’s purpose is to foster environmental appreciation and understanding in order to enable Vermonters to make responsible decisions affecting the environment.,Vermont State-Wide Environmental Education Programs (Sweep); C/O Vermont Natural Resources Council,http://vermontsweep.org/,VT
1666,"4126 Anna’s Retreat, St.Thomas VI 00802 United States","A representative statewide organization, affiliated with the National Wildlife Federation, dedicated to the protection and enhancement of wildlife and its habitat through public education and government interaction.","Virgin Islands Conservation Society, Inc.",www.viconservationsociety.org,
1667,"308 Hanover Green Drive 
 
Suite 100 
Mechanicsville, VA 23111 United States",A private nonprofit association of 47 soil and water conservation districts in Virginia. VASWCD provides and promotes leadership in the conservation of natural resources through stewardship and education programs. It coordinates conservation efforts statewide to focus effectively on issues identified by local member districts.,Virginia Association Of Soil And Water Conservation Districts; Vaswcd; Va Assoc Conservation Districts,www.vaswcd.org,VA
1668,"29025 Freeman Dr. Carrsville, VA 23315 United States","An organization of Bassmaster chapters, affiliated with the Bass Anglers Sportsman Society, organized to fight pollution, assist state and national conservation agencies in their efforts, and teach the young people of their country good conservation practices. Dedicated to the realistic conservation of their water resources.",Virginia Bass Federation,www.vabass.com,VA
1669,"400 Blandy Farm Lane, Unit 2 
Boyce, VA 22620 United States","The VNPS and 12 chapters throughout Virginia seek further appreciation and conservation of Virginia’s wild plants and habitats. Programs emphasize public education, protection of endangered species, habitat preservation, control of invasive alien plants, and encouragement of appropriate landscape use of native plants. Includes both amateurs and professionals.",Virginia Native Plant Society,www.vnps.org,VA
1670,"4649 Sunnyside Avenue N., Suite 540 
Seattle, WA 98103 United States","Works to reduce society’s reliance on toxic chemicals through research, education, advocacy, organizing, and litigation.",Washington Toxics Coalition,www.watoxics.org,WA
1671,"705 2nd Ave. Suite 300 
Seattle, WA 98104 United States","Washington Trails Association works to protect and enhance hiking opportunities in Washington state through education, volunteer trail maintenance, advocacy, and cooperation with other trail users.",Washington Trails Association,www.wta.org,WA
1672,"1402 Third Avenue, Suite 507 
Seattle, WA 98104 United States","A diverse group of more than 135 environmental, business, labor, sporting, and community organizations dedicated to advocating for the permanent protection of parks and habitat in Washington State. The Coalition works to secure funding for the Washington Wildlife and Recreation Program, a competitive state-grant program that enables local and state agencies to acquire and develop land for neighborhood parks and wildlife habitat areas.",Washington Wildlife And Recreation Coalition,www.WildlifeRecreation.org,WA
1673,"P.O. Box 1400 
Sinton, TX 78387 United States","Established by the will of the late Rob Welder, the Foundation is dedicated to the cause of conservation through research and education in wildlife ecology and management and closely related fields. Operates through a small staff, with research fellowships to graduate students only.",Welder Wildlife Foundation,http://www.welderwildlife.org/,TX
1674,"298 Tiffany Lane 
Elizabeth, WV 26143 United States","An organization of Bassmaster chapters, affiliated with the Bass Anglers Sportsman Society, organized to fight pollution, assist state and national conservation agencies in their efforts, and teach the young people of their country good conservation practices. Dedicated to the realistic conservation of their water resources.",West Virginia Bass Federation,www.wvbass.com,VA
1675,"2290 Bunner Ridge Road 
Fairmont, WV 26554 United States","The WVRRC, established in 1983, is a nonprofit. volunteer-based organization dedicated to the rehabilitation and ultimate release of injured, sick, and orphaned wild birds of prey while providing environmental education to the general public, schools, and other organizations.",West Virginia Raptor Rehabilitation Center,www.wvrrc.org,VA
1676,"71 SW Oak Street 
Portland, OR 97204 United States","Western Rivers Conservancy, a nonprofit based in Portland, OOR, is the nation’s foremost specialist in river conservation. WRC has a 16-year track record of successful land acquisition, permanently protecting over 50,000 acres along outstanding western rivers, such as the Sandy River in Oregon; the Hoh River in Washington State; and Goose Creek, a tributary of the Smith River in California.",Western Rivers Conservancy,www.westernrivers.org,OR
1677,"P.O. Box 10 
Landenberg, PA 19350 United States","The White Clay Watershed Association is a nonprofit organization devoted to protection and improvement of the environmental quality of the White Clay Creek and valley. The Association works to improve water quality in local streams; conserve open space, woodlands, wetlands, and geological features; aid in the preservation of cultural, historical, and archaeological sites; increase outdoor recreation opportunities; and conduct educational programs relating to the environment.",White Clay Watershed Association,home.ccil.org/~wcwa,PA
1678,"P.O. Box 1274 
Appleton, W1 54912-1274 United States","Wild Ones promotes environmentally sound land-scaping practices to preserve diodiversity through the preservation, restoration, and estabalishment of
   

   native-plant communities. Wild Ones is a not-for-profit environmental education and advocacy organization.","Wild Ones Natural Landscapers, Ltd; Wild Ones; Wild Ones: Native Plants, Natural Landscapes; Headquarter",www.wildones.org,
1679,"925 Seacoast Drive 
Imperial Beach, CA 91932 United States","WILDCOAST is a partnership-based international conservation team preserving the endangered marine species and coastal wildlands of the Calfornias. They conduct pulic outreach in Baja California, as well as California, to educate about endangered species, such as the Eastern Pacific sea turtles. They work with partners is the United States and Mexico to create marine protected areas over some of the most pristine places on the planet in Baja California.",Wildcoast,www.wildcoast.net,CA
1680,"P.O. Box 601 
Dresden, Ohio 43821 United States","WEA is a nonprofit membership organization. It promotes national wilderness education and preservation programs by providing for-credit, expedition-based wilderness leadership training programs, developing and publishing state-of-the-art wilderness education publications and training manuals, promoting scholarly research programs, establishing and maintaining national outdoor leadership certification standards, providing support to wildland management agencies to promote wilderness education.",Wilderness Education Association; Wea,www.weainfo.org,OH
1681,"P.O. Box 1420 
Carbondale, CO 81623 United States","The Trust’s mission is to facilitate public acquisition of private lands (inholdings) within units of the National Wilderness Preservation System, and lands proposed for designation as wilderness, to fulfill the promise made in The Wilderness Act of 1964 that all generations of Americans will enjoy an enduring resource of wilderness.","Wilderness Land Trust, The",www.wildernesslandtrust.org,CO
1682,"P.O. Box 9175 
Missoula, MT 59807 United States","Wilderness Watch is a national, nonprofit, citizen organization dedicated solely to the protection and proper stewardship of lands within the National Wilderness Preservation System and Wild and Scenic Rivers System. They achieve their goals through the efforts of citizen activists, local chapters, wilderness “adopters,” and by working with other local organizations concerned about wilderness and wild-river issues.",Wilderness Watch,www.wildernesswatch.org,MT
1683,"1402 3rd Avenue Suite 1019 Seattle, WA 98101 United States","The Wildlands Project is working to restore and protect the natural heritage of North America. Through advocacy, education, scientific consultation, and cooperation with partners, they are designing and helping create systems of interconnected wilderness areas that can sustain the diversity of life.","Wildlands Network; Wild Earth Society, Inc.",www.wildlandsproject.org,WA
1684,"P.O. Box 866 
Mullins, SC 29574 United States","Wildlife Action is a grassroots organization whose mission is promoting public awareness about wildlife habitat, conserving and preserving their natural resources, educating all people on stewardship of the good earth, and promoting responsible sportsmanship and ethics as exercised in the right to bear arms.",Wildlife Action Inc.; Wildlife Action Resource Education Center; Wildlife Action Adventure Camp,wildlifeaction.com,SC
1685,"1120 E. Huffman Road, #216 
Anchorage, AK 99515-3516 United States","A representative statewide organization, affiliated with the National Wildlife Federation, dedicated to the protection and enhancement of wildlife ands its habitat through public education and government interaction.",Wildlife Federation Of Alaska,,AK
1686,"1472 N. 5th Street, Suite 201 Laramie, Wyoming 82072 United States","The Wildlife Heritage Foundation of Wyoming was established in April 2000 as an independent, 501(c)(3) non-profit corporation. The purpose of the foundation is to provide financial support, through philanthropy, to critical conservation efforts of the Wyoming Game and Fish Department, and other partners in Wyoming. Its mission is to create an enduring natural legacy for future generations through stewardship of all Wyoming’s wildlife.",Wildlife Heritage Foundation Of Wyoming (Whfw),www.wyomingwildlifefoundation.org/,WY
1687,"6144 Calle Real 
Goleta, CA 93117 United States 
Website;
   
    http://drupal.wildlife.org/calicentralcoast/","A professional wildlife society dedicated to wildlife conservation, education, and research.","Wildlife Society; California Central Coast Chapter; Attn: President, Usda Forest Service",,CA
1688,"Attn: President 
College of Forestry, Wildlife & Range Sciences 
University of Idaho 
Moscow, ID 83843-1136 United States 
 
 
Contact(s): 
 
Quinn Shurtliff, President;
   
    qshurtliff@gssif.com",,Wildlife Society; Idaho Chapter,www.ictws.org,ID
1689,"89 Kings Highway 
Dover, DE 19901 United States","A professional society for wildlife managers, researchers, and academics, dedicated to excellency in wildlife stewardship through science and education.","Wildlife Society; Maryland-Delaware Chapter; Greg Moore, President",,DE
1690,"Natural Resources Building 
Michigan State University 
East Lansing, MI 48824 United States",The Michigan Chapter of The Wildlife Society is the professional society of wildlife biologists and managers in the State of Michigan.,Wildlife Society; Michigan Chapter,http://drupal.wildlife.org/michigan/home,MI
1691,"P.O. Box 2214 
Corvallis, OR 97339-2214 United States",,Wildlife Society; Oregon Chapter,https://ortws.wordpress.com/,OR
1692,"Attn: President, W.M. Beaty & Associates 
P.O. Box 990898 
Redding, CA 96099-0898 United States",,Wildlife Society; Sacramento-Shasta Chapter,www.tws-west.org/sac-shasta,CA
1693,"200 South Tyler Avenue 
Pierre, SD 57501 United States",Wildlife science and management,Wildlife Society; South Dakota Chapter,www.wildlife.org/south-dakota-chapter/,SD
1694,"P.O. Box 850 
Pinedale, WY 82941 United States",Professsional society,Wildlife Society; Wyoming Chapter,www.drupal.wildlife.org/wyoming,WY
1695,"W224 S. 10850 Big Bend Dr. 
Big Bend, WI 53103 United States","An organization of Bassmaster chapters, affiliated with the Bass Anglers Sportsman Society, organized to fight pollution, assist state and national conservation agencies in their efforts, and teach young people good conservation practices. Dedicated to the realistic conservation of their water resources.",Wisconsin Bass Federation,www.wisconsinbass.com,WI
1696,"PO Box 32748 
Knoxville, TN 37930 United States","Biological consulting firm that specializes in collecting fish, benthic organisms and wildlife particularly from contaminated sites. They do larval fish taxonomy.","American Aquatics, Inc.",www.american-aquatics.com,TN
1697,"P.O.Box 149 
Oley, PA 19547 United States","Leading North American distributor of videos and DVDs on environmental and related social-justice issues Programs sold and rented worldwide to educational institutions, public libraries, government agencies, businesses, religious groups, civic groups, and individuals. (Discounts available for grassroots groups and activists.) Most programs come with study guide, with suggested activities, research topics and list of resources. Free catalogue available by mail or online at
   
    www.bullfrogfilms.com
   
   .",Bullfrog Films,www.bullfrogfilms.com,PA
1698,"P.O. Box 12227 
Prescott, AZ 86304 United States","Native West Press is dedicated to enhancing public awareness of the importance of biodiversity, particularly of wildlife within the American West. The press was founded in 1996 by Yvette A. Schnoeker-Shorb and Terril L. Shorb.",Native West Press,www.nativewestpress.com,AZ
1699,"6501 Fourth NW Suite I 
Albuquerque, NM 87107 United States","Educational and interpretive not-for-profit organization operating bookstores in federal visitor centers, and publisher of local interpretive booklets.",Public Lands Interpretive Association; Southwest Natural And Cultural Heritage Assn.,www.publiclands.org,NM
1700,"14618 Tyler Foote Road 
Nevada City, CA 95959 United States","Established in 1979 by naturalist and author Joseph Cornell, the Sharing Nature Foundation uses creative nature activities to give people joyful experiences of nature. They believe it’s only by uplifting people’s consciousness that they change their way of looking at, and relating to, the world around them. To do this, they use Flow Learning™, a playful and inspirational teaching strategy that works with people where they are and gently brings them to a deeper, more profound experience of nature.",Sharing Nature Foundation,www.sharingnature.com,NV
1701,"Thomson Reuters 
3 Times Square 
New York, NY 10036 United States","The Thomson Corporation’s scientific-information solutions include ISI Web of Knowledge, offering seamless navigation to multidisciplinary journal, patent, and web content, evaluation tools, and bibliographic management products; Thomson Pharma, an integrated information solution for the pharmaceutical and biotechnology; Delphion Research, which provides access to full-text
   

   patent documents; and BIOSIS Previews, a reference database for life-science research.",Thomson Scientific; Biosis,www.thomson.com/scientific,NY
1702,"2150 Third Avenue N., Suite 310 
Anoka, MN 55303-2200 United States","The Charles A. and Anne Morrow Lindbergh Foundation is a public 501(c)(3) nonprofit organization advancing the Lindberghs’ vision of a balance between technological progress and environmental preservation by offering Lindbergh Grants to individuals for research and educational projects that will further this balance, presenting the honorary Lindbergh Award for extraordinary contributions to the nature-technology balance, and sponsoring other educational projects and programs.","Charles A. And Anne Morrow Lindbergh; ; Foundation, The",www.lindberghfoundation.org,MN
1703,"402 South Central Avenue 
Oviedo, FL 32765 United States","The institute is a private operating foundation with ecological concerns focused primarily on the conservation of marine turtles. It undertakes a broad range of programs, including technical publications and land acquisition; works cooperatively with other organizations; and is filliated with the Chelonian Research Institute.",Chelonia N Research Institute,www.chelonianri.org,FL
1704,"Philip Merrill Environmental Center 
6 Herndon Avenue 
Annapolis, MD 21403 United States",The Chesapeake Bay Foundation’s Maryland office conducts activities of the foundation specific to the state of Maryland and operates a field office on the Eastern Shore of Maryland as well as on a farm (Clagett Farm) in southern Maryland.,"Chesapeake Bay Foundation, Inc.; Maryland Office",www.cbf.org,MD
1705,"4949 Tealtown Road 
Milford, OH 45150-9752 United States","A private, nonprofit organization consisting of a nature preserve and a working farm. The mission of CNC is to inspire passion for nature through experience and education.","Cincinnati Nature Center; Rothey Woods, Long Branch Farm & Trails",www.cincynature.org,OH
1706,"4401 Emerson Street, Suite 10 
Jacksonville, FL 32207 United States",Citizens for a Scenic Florida: Preserving Florida’s Scenic Heritage.,"Citizens For A Scenic Florida, Inc.",www.scenicflorida.org,FL
